"ENSEMBL","gene","cluster"
"ENSG00000101311","FERMT1","Ventral forebrain"
"ENSG00000064999","ANKS1A","Ventral forebrain"
"ENSG00000166347","CYB5A","Ventral forebrain"
"ENSG00000170264","FAM161A","Ventral forebrain"
"ENSG00000177283","FZD8","Ventral forebrain"
"ENSG00000149131","SERPING1","Ventral forebrain"
"ENSG00000138399","FASTKD1","Ventral forebrain"
"ENSG00000110660","SLC35F2","Ventral forebrain"
"ENSG00000269609","C10orf95-AS1","Ventral forebrain"
"ENSG00000205213","LGR4","Ventral forebrain"
"ENSG00000180730","SHISA2","Ventral forebrain"
"ENSG00000241839","PLEKHO2","Ventral forebrain"
"ENSG00000100941","PNN","Ventral forebrain"
"ENSG00000103356","EARS2","Ventral forebrain"
"ENSG00000115194","SLC30A3","Ventral forebrain"
"ENSG00000165029","ABCA1","Ventral forebrain"
"ENSG00000146278","PNRC1","Ventral forebrain"
"ENSG00000141655","TNFRSF11A","Ventral forebrain"
"ENSG00000104870","FCGRT","Ventral forebrain"
"ENSG00000107262","BAG1","Ventral forebrain"
"ENSG00000124570","SERPINB6","Ventral forebrain"
"ENSG00000137714","FDX1","Ventral forebrain"
"ENSG00000088727","KIF9","Ventral forebrain"
"ENSG00000115310","RTN4","Ventral forebrain"
"ENSG00000093144","ECHDC1","Ventral forebrain"
"ENSG00000046653","GPM6B","Ventral forebrain"
"ENSG00000117632","STMN1","Ventral forebrain"
"ENSG00000151575","TEX9","Ventral forebrain"
"ENSG00000075223","SEMA3C","Ventral forebrain"
"ENSG00000079819","EPB41L2","Ventral forebrain"
"ENSG00000162631","NTNG1","Ventral forebrain"
"ENSG00000183775","KCTD16","Ventral forebrain"
"ENSG00000168575","SLC20A2","Ventral forebrain"
"ENSG00000099250","NRP1","Ventral forebrain"
"ENSG00000114541","FRMD4B","Ventral forebrain"
"ENSG00000129295","DNAAF11","Ventral forebrain"
"ENSG00000151322","NPAS3","Ventral forebrain"
"ENSG00000106333","PCOLCE","Ventral forebrain"
"ENSG00000100505","TRIM9","Ventral forebrain"
"ENSG00000108947","EFNB3","Ventral forebrain"
"ENSG00000185585","OLFML2A","Ventral forebrain"
"ENSG00000167987","VPS37C","Ventral forebrain"
"ENSG00000147041","SYTL5","Ventral forebrain"
"ENSG00000248890","HHIP-AS1","Ventral forebrain"
"ENSG00000118997","DNAH7","Ventral forebrain"
"ENSG00000213625","LEPROT","Ventral forebrain"
"ENSG00000285605",NA,"Ventral forebrain"
"ENSG00000173706","HEG1","Ventral forebrain"
"ENSG00000144847","IGSF11","Ventral forebrain"
"ENSG00000163629","PTPN13","Ventral forebrain"
"ENSG00000139263","LRIG3","Ventral forebrain"
"ENSG00000133937","GSC","Ventral forebrain"
"ENSG00000197291","RAMP2-AS1","Ventral forebrain"
"ENSG00000206530","CFAP44","Ventral forebrain"
"ENSG00000162543","UBXN10","Ventral forebrain"
"ENSG00000112981","NME5","Ventral forebrain"
"ENSG00000151023","ENKUR","Ventral forebrain"
"ENSG00000270959","LPP-AS2","Ventral forebrain"
"ENSG00000134986","NREP","Ventral forebrain"
"ENSG00000135312","HTR1B","Ventral forebrain"
"ENSG00000164093","PITX2","Ventral forebrain"
"ENSG00000198945","L3MBTL3","Ventral forebrain"
"ENSG00000155085","AK9","Ventral forebrain"
"ENSG00000112706","IMPG1","Ventral forebrain"
"ENSG00000187098","MITF","Ventral forebrain"
"ENSG00000134533","RERG","Ventral forebrain"
"ENSG00000064655","EYA2","Ventral forebrain"
"ENSG00000124205","EDN3","Ventral forebrain"
"ENSG00000219253",NA,"Ventral forebrain"
"ENSG00000118271","TTR","Ventral forebrain"
"ENSG00000135842","NIBAN1","Ventral forebrain"
"ENSG00000253686","LINC01484","Ventral forebrain"
"ENSG00000242266","RN7SL456P","Ventral forebrain"
"ENSG00000127249","ATP13A4","Ventral forebrain"
"ENSG00000240567","LINC02067","Ventral forebrain"
"ENSG00000280165","PCDH20","Ventral forebrain"
"ENSG00000204104","TRAF3IP1","Ventral forebrain"
"ENSG00000119328","ABITRAM","Ventral forebrain"
"ENSG00000108406","DHX40","Ventral forebrain"
"ENSG00000056291","NPFFR2","Ventral forebrain"
"ENSG00000169245","CXCL10","Ventral forebrain"
"ENSG00000163879","DNALI1","Ventral forebrain"
"ENSG00000150773","PIH1D2","Ventral forebrain"
"ENSG00000111834","RSPH4A","Ventral forebrain"
"ENSG00000183644","HOATZ","Ventral forebrain"
"ENSG00000269113","TRABD2B","Ventral forebrain"
"ENSG00000185442","FAM174B","Ventral forebrain"
"ENSG00000164440","TXLNB","Ventral forebrain"
"ENSG00000236536",NA,"Ventral forebrain"
"ENSG00000117152","RGS4","Ventral forebrain"
"ENSG00000185860","CCDC190","Ventral forebrain"
"ENSG00000278934",NA,"Ventral forebrain"
"ENSG00000181744","DIPK2A","Ventral forebrain"
"ENSG00000172260","NEGR1","Ventral forebrain"
"ENSG00000235098","ANKRD65","Ventral forebrain"
"ENSG00000239677",NA,"Ventral forebrain"
"ENSG00000225400",NA,"Ventral forebrain"
"ENSG00000120798","NR2C1","Ventral forebrain"
"ENSG00000116977","LGALS8","Ventral forebrain"
"ENSG00000204852","TCTN1","Ventral forebrain"
"ENSG00000182255","KCNA4","Ventral forebrain"
"ENSG00000138944","SHISAL1","Ventral forebrain"
"ENSG00000170477","KRT4","Ventral forebrain"
"ENSG00000185640","KRT79","Ventral forebrain"
"ENSG00000160190","SLC37A1","Ventral forebrain"
"ENSG00000273650",NA,"Ventral forebrain"
"ENSG00000104953","TLE6","Ventral forebrain"
"ENSG00000105792","CFAP69","Ventral forebrain"
"ENSG00000147036","LANCL3","Ventral forebrain"
"ENSG00000139209","SLC38A4","Ventral forebrain"
"ENSG00000188906","LRRK2","Ventral forebrain"
"ENSG00000115896","PLCL1","Ventral forebrain"
"ENSG00000119508","NR4A3","Ventral forebrain"
"ENSG00000196542","SPTSSB","Ventral forebrain"
"ENSG00000223561","LINC03007","Ventral forebrain"
"ENSG00000271824","SMIM32","Ventral forebrain"
"ENSG00000164690","SHH","Ventral forebrain"
"ENSG00000255745",NA,"Ventral forebrain"
"ENSG00000112782","CLIC5","Ventral forebrain"
"ENSG00000170153","RNF150","Ventral forebrain"
"ENSG00000186197","EDARADD","Ventral forebrain"
"ENSG00000052126","PLEKHA5","Ventral forebrain"
"ENSG00000072133","RPS6KA6","Ventral forebrain"
"ENSG00000286020",NA,"Ventral forebrain"
"ENSG00000285205",NA,"Ventral forebrain"
"ENSG00000157502","PWWP3B","Ventral forebrain"
"ENSG00000200385",NA,"Ventral forebrain"
"ENSG00000113319","RASGRF2","Ventral forebrain"
"ENSG00000114861","FOXP1","Ventral forebrain"
"ENSG00000115380","EFEMP1","Ventral forebrain"
"ENSG00000129514","FOXA1","Ventral forebrain"
"ENSG00000139865","TTC6","Ventral forebrain"
"ENSG00000148814","LRRC27","Ventral forebrain"
"ENSG00000173218","VANGL1","Ventral forebrain"
"ENSG00000183833","CFAP91","Ventral forebrain"
"ENSG00000196338","NLGN3","Ventral forebrain"
"ENSG00000152582","SPEF2","Ventral forebrain"
"ENSG00000171811","CFAP46","Ventral forebrain"
"ENSG00000163590","PPM1L","Ventral forebrain"
"ENSG00000133216","EPHB2","Ventral forebrain"
"ENSG00000160188","RSPH1","Ventral forebrain"
"ENSG00000128655","PDE11A","Ventral forebrain"
"ENSG00000151617","EDNRA","Ventral forebrain"
"ENSG00000170962","PDGFD","Ventral forebrain"
"ENSG00000197901","SLC22A6","Ventral forebrain"
"ENSG00000188596","CFAP54","Ventral forebrain"
"ENSG00000154127","UBASH3B","Ventral forebrain"
"ENSG00000257345",NA,"Ventral forebrain"
"ENSG00000132437","DDC","Ventral forebrain"
"ENSG00000253821",NA,"Ventral forebrain"
"ENSG00000065320","NTN1","Ventral forebrain"
"ENSG00000170293","CMTM8","Ventral forebrain"
"ENSG00000183023","SLC8A1","Ventral forebrain"
"ENSG00000186047","DLEU7","Ventral forebrain"
"ENSG00000036672","USP2","Ventral forebrain"
"ENSG00000116741","RGS2","Ventral forebrain"
"ENSG00000132386","SERPINF1","Ventral forebrain"
"ENSG00000169251","NMD3","Ventral forebrain"
"ENSG00000122641","INHBA","Ventral forebrain"
"ENSG00000169242","EFNA1","Ventral forebrain"
"ENSG00000105976","MET","Ventral forebrain"
"ENSG00000260400",NA,"Ventral forebrain"
"ENSG00000164161","HHIP","Ventral forebrain"
"ENSG00000102034","ELF4","Ventral forebrain"
"ENSG00000188732","FAM221A","Ventral forebrain"
"ENSG00000154080","CHST9","Ventral forebrain"
"ENSG00000178919","FOXE1","Ventral forebrain"
"ENSG00000153551","CMTM7","Ventral forebrain"
"ENSG00000160408","ST6GALNAC6","Ventral forebrain"
"ENSG00000163536","SERPINI1","Ventral forebrain"
"ENSG00000160111","CPAMD8","Ventral forebrain"
"ENSG00000152556","PFKM","Ventral forebrain"
"ENSG00000280219",NA,"Ventral forebrain"
"ENSG00000137343","ATAT1","Ventral forebrain"
"ENSG00000235865","GSN-AS1","Ventral forebrain"
"ENSG00000272168",NA,"Ventral forebrain"
"ENSG00000123933","MXD4","Ventral forebrain"
"ENSG00000230454",NA,"Ventral forebrain"
"ENSG00000246859","STARD4-AS1","Ventral forebrain"
"ENSG00000186350","RXRA","Ventral forebrain"
"ENSG00000173914","RBM4B","Ventral forebrain"
"ENSG00000239263",NA,"Ventral forebrain"
"ENSG00000184304","PRKD1","Ventral forebrain"
"ENSG00000006042","TMEM98","Ventral forebrain"
"ENSG00000162980","ARL5A","Ventral forebrain"
"ENSG00000138670","RASGEF1B","Ventral forebrain"
"ENSG00000125354","SEPTIN6","Ventral forebrain"
"ENSG00000197748","CFAP43","Ventral forebrain"
"ENSG00000140943","MBTPS1","Ventral forebrain"
"ENSG00000147180","ZNF711","Ventral forebrain"
"ENSG00000248543",NA,"Ventral forebrain"
"ENSG00000268926",NA,"Ventral forebrain"
"ENSG00000251615",NA,"Ventral forebrain"
"ENSG00000154099","DNAAF1","Ventral forebrain"
"ENSG00000056736","IL17RB","Ventral forebrain"
"ENSG00000139266","MARCHF9","Ventral forebrain"
"ENSG00000187605","TET3","Ventral forebrain"
"ENSG00000103335","PIEZO1","Ventral forebrain"
"ENSG00000183662","TAFA1","Ventral forebrain"
"ENSG00000166987","MBD6","Ventral forebrain"
"ENSG00000205497","OR51A4","Ventral forebrain"
"ENSG00000285210",NA,"Ventral forebrain"
"ENSG00000130669","PAK4","Ventral forebrain"
"ENSG00000129173","E2F8","Ventral forebrain"
"ENSG00000277013",NA,"Ventral forebrain"
"ENSG00000198464","ZNF480","Ventral forebrain"
"ENSG00000168589","DYNLRB2","Ventral forebrain"
"ENSG00000184677","ZBTB40","Ventral forebrain"
"ENSG00000145348","TBCK","Ventral forebrain"
"ENSG00000005020","SKAP2","Ventral forebrain"
"ENSG00000172794","RAB37","Ventral forebrain"
"ENSG00000278530","CHMP1B2P","Ventral forebrain"
"ENSG00000150760","DOCK1","Ventral forebrain"
"ENSG00000174718","RESF1","Ventral forebrain"
"ENSG00000162694","EXTL2","Ventral forebrain"
"ENSG00000145819","ARHGAP26","Ventral forebrain"
"ENSG00000150054","MPP7","Ventral forebrain"
"ENSG00000153885","KCTD15","Ventral forebrain"
"ENSG00000152484","USP12","Ventral forebrain"
"ENSG00000196482","ESRRG","Ventral forebrain"
"ENSG00000134853","PDGFRA","Ventral forebrain"
"ENSG00000068885","IFT80","Ventral forebrain"
"ENSG00000183161","FANCF","Ventral forebrain"
"ENSG00000184005","ST6GALNAC3","Ventral forebrain"
"ENSG00000189350","TOGARAM2","Ventral forebrain"
"ENSG00000269386","RAB11B-AS1","Ventral forebrain"
"ENSG00000163377","TAFA4","Ventral forebrain"
"ENSG00000167113","COQ4","Ventral forebrain"
"ENSG00000092010","PSME1","Ventral forebrain"
"ENSG00000138600","SPPL2A","Ventral forebrain"
"ENSG00000125864","BFSP1","Ventral forebrain"
"ENSG00000112208","BAG2","Ventral forebrain"
"ENSG00000183715","OPCML","Ventral forebrain"
"ENSG00000151090","THRB","Ventral forebrain"
"ENSG00000175895","PLEKHF2","Ventral forebrain"
"ENSG00000248008","NRAV","Ventral forebrain"
"ENSG00000177181","RIMKLA","Ventral forebrain"
"ENSG00000091409","ITGA6","Ventral forebrain"
"ENSG00000164007","CLDN19","Ventral forebrain"
"ENSG00000100344","PNPLA3","Ventral forebrain"
"ENSG00000248329","APELA","Ventral forebrain"
"ENSG00000131477","RAMP2","Ventral forebrain"
"ENSG00000164687","FABP5","Ventral forebrain"
"ENSG00000144645","OSBPL10","Ventral forebrain"
"ENSG00000101463","SYNDIG1","Ventral forebrain"
"ENSG00000136944","LMX1B","Ventral forebrain"
"ENSG00000152642","GPD1L","Ventral forebrain"
"ENSG00000163376","KBTBD8","Ventral forebrain"
"ENSG00000100697","DICER1","Ventral forebrain"
"ENSG00000139211","AMIGO2","Ventral forebrain"
"ENSG00000170820","FSHR","Ventral forebrain"
"ENSG00000146678","IGFBP1","Ventral forebrain"
"ENSG00000211649","IGLV7-46","Ventral forebrain"
"ENSG00000170162","VGLL2","Ventral forebrain"
"ENSG00000249743",NA,"Ventral forebrain"
"ENSG00000112685","EXOC2","Ventral forebrain"
"ENSG00000150893","FREM2","Ventral forebrain"
"ENSG00000152315","KCNK13","Ventral forebrain"
"ENSG00000082397","EPB41L3","Ventral forebrain"
"ENSG00000138435","CHRNA1","Ventral forebrain"
"ENSG00000155897","ADCY8","Ventral forebrain"
"ENSG00000224383","PRR29","Ventral forebrain"
"ENSG00000150873","C2orf50","Ventral forebrain"
"ENSG00000116132","PRRX1","Ventral forebrain"
"ENSG00000180801","ARSJ","Ventral forebrain"
"ENSG00000203666","EFCAB2","Ventral forebrain"
"ENSG00000187147","RNF220","Ventral forebrain"
"ENSG00000101856","PGRMC1","Ventral forebrain"
"ENSG00000136104","RNASEH2B","Ventral forebrain"
"ENSG00000114251","WNT5A","Ventral forebrain"
"ENSG00000196700","ZNF512B","Ventral forebrain"
"ENSG00000120696","KBTBD7","Ventral forebrain"
"ENSG00000185621","LMLN","Ventral forebrain"
"ENSG00000147654","EBAG9","Ventral forebrain"
"ENSG00000000003","TSPAN6","Ventral forebrain"
"ENSG00000196659","IFT70B","Ventral forebrain"
"ENSG00000271122","HERPUD2-AS1","Ventral forebrain"
"ENSG00000089472","HEPH","Ventral forebrain"
"ENSG00000108984","MAP2K6","Ventral forebrain"
"ENSG00000135315","CEP162","Ventral forebrain"
"ENSG00000273270",NA,"Ventral forebrain"
"ENSG00000122085","MTERF4","Ventral forebrain"
"ENSG00000164039","BDH2","Ventral forebrain"
"ENSG00000114021","NIT2","Ventral forebrain"
"ENSG00000135899","SP110","Ventral forebrain"
"ENSG00000104325","DECR1","Ventral forebrain"
"ENSG00000172164","SNTB1","Ventral forebrain"
"ENSG00000106688","SLC1A1","Ventral forebrain"
"ENSG00000285872","LOC101929691","Ventral forebrain"
"ENSG00000103150","MLYCD","Ventral forebrain"
"ENSG00000197385","ZNF860","Ventral forebrain"
"ENSG00000133665","DYDC2","Ventral forebrain"
"ENSG00000196812","ZSCAN16","Ventral forebrain"
"ENSG00000168890","TMEM150A","Ventral forebrain"
"ENSG00000223768","LINC00205","Ventral forebrain"
"ENSG00000149809","TM7SF2","Ventral forebrain"
"ENSG00000124193","SRSF6","Ventral forebrain"
"ENSG00000158716","DUSP23","Ventral forebrain"
"ENSG00000165506","DNAAF2","Ventral forebrain"
"ENSG00000035687","ADSS2","Ventral forebrain"
"ENSG00000099290","WASHC2A","Ventral forebrain"
"ENSG00000133321","PLAAT4","Ventral forebrain"
"ENSG00000149256","TENM4","Ventral forebrain"
"ENSG00000127328","RAB3IP","Ventral forebrain"
"ENSG00000182150","ERCC6L2","Ventral forebrain"
"ENSG00000166689","PLEKHA7","Ventral forebrain"
"ENSG00000177169","ULK1","Ventral forebrain"
"ENSG00000196418","ZNF124","Ventral forebrain"
"ENSG00000127152","BCL11B","Ventral forebrain"
"ENSG00000088970","KIZ","Ventral forebrain"
"ENSG00000163251","FZD5","Ventral forebrain"
"ENSG00000179104","TMTC2","Ventral forebrain"
"ENSG00000182568","SATB1","Ventral forebrain"
"ENSG00000162998","FRZB","Ventral forebrain"
"ENSG00000124126","PREX1","Ventral forebrain"
"ENSG00000242715","CCDC169","Ventral forebrain"
"ENSG00000102893","PHKB","Ventral forebrain"
"ENSG00000213066","CEP43","Ventral forebrain"
"ENSG00000186231","KLHL32","Ventral forebrain"
"ENSG00000267002",NA,"Ventral forebrain"
"ENSG00000077616","NAALAD2","Ventral forebrain"
"ENSG00000079950","STX7","Ventral forebrain"
"ENSG00000279970",NA,"Ventral forebrain"
"ENSG00000135596","MICAL1","Ventral forebrain"
"ENSG00000182704","TSKU","Ventral forebrain"
"ENSG00000179163","FUCA1","Ventral forebrain"
"ENSG00000253958","CLDN23","Ventral forebrain"
"ENSG00000120708","TGFBI","Ventral forebrain"
"ENSG00000159708","LRRC36","Ventral forebrain"
"ENSG00000152926","ZNF117","Ventral forebrain"
"ENSG00000143315","PIGM","Ventral forebrain"
"ENSG00000185033","SEMA4B","Ventral forebrain"
"ENSG00000106723","SPIN1","Ventral forebrain"
"ENSG00000109381","ELF2","Ventral forebrain"
"ENSG00000169641","LUZP1","Ventral forebrain"
"ENSG00000026297","RNASET2","Ventral forebrain"
"ENSG00000079435","LIPE","Ventral forebrain"
"ENSG00000075275","CELSR1","Ventral forebrain"
"ENSG00000001084","GCLC","Ventral forebrain"
"ENSG00000163312","HELQ","Ventral forebrain"
"ENSG00000244203","FOXP1-AS1","Ventral forebrain"
"ENSG00000138640","FAM13A","Ventral forebrain"
"ENSG00000286457",NA,"Ventral forebrain"
"ENSG00000136874","STX17","Ventral forebrain"
"ENSG00000144744","UBA3","Ventral forebrain"
"ENSG00000102383","ZDHHC15","Ventral forebrain"
"ENSG00000163389","POGLUT1","Ventral forebrain"
"ENSG00000205056",NA,"Ventral forebrain"
"ENSG00000165246","NLGN4Y","Ventral forebrain"
"ENSG00000164946","FREM1","Ventral forebrain"
"ENSG00000175611","ERCC6L2-AS1","Ventral forebrain"
"ENSG00000184785","SMIM10","Ventral forebrain"
"ENSG00000274588","DGKK","Ventral forebrain"
"ENSG00000157111","TMEM171","Ventral forebrain"
"ENSG00000107104","KANK1","Ventral forebrain"
"ENSG00000141012","GALNS","Ventral forebrain"
"ENSG00000105643","ARRDC2","Ventral forebrain"
"ENSG00000181378","CFAP65","Ventral forebrain"
"ENSG00000152284","TCF7L1","Ventral forebrain"
"ENSG00000276136",NA,"Ventral forebrain"
"ENSG00000154065","ANKRD29","Ventral forebrain"
"ENSG00000186952","TMEM232","Ventral forebrain"
"ENSG00000003989","SLC7A2","Ventral forebrain"
"ENSG00000099810","MTAP","Ventral forebrain"
"ENSG00000134716","CYP2J2","Ventral forebrain"
"ENSG00000204228","HSD17B8","Ventral forebrain"
"ENSG00000229891","LINC01315","Ventral forebrain"
"ENSG00000163013","FBXO41","Ventral forebrain"
"ENSG00000048140","TSPAN17","Ventral forebrain"
"ENSG00000137393","RNF144B","Ventral forebrain"
"ENSG00000145390","USP53","Ventral forebrain"
"ENSG00000152952","PLOD2","Ventral forebrain"
"ENSG00000110917","MLEC","Ventral forebrain"
"ENSG00000111087","GLI1","Ventral forebrain"
"ENSG00000131149","GSE1","Ventral forebrain"
"ENSG00000179546","HTR1D","Ventral forebrain"
"ENSG00000198894","CIPC","Ventral forebrain"
"ENSG00000064225","ST3GAL6","Ventral forebrain"
"ENSG00000163602","RYBP","Ventral forebrain"
"ENSG00000102119","EMD","Ventral forebrain"
"ENSG00000112787","FBRSL1","Ventral forebrain"
"ENSG00000162976","SLC66A3","Ventral forebrain"
"ENSG00000206560","ANKRD28","Ventral forebrain"
"ENSG00000274275",NA,"Ventral forebrain"
"ENSG00000122417","ODF2L","Ventral forebrain"
"ENSG00000110318","CEP126","Ventral forebrain"
"ENSG00000151338","MIPOL1","Ventral forebrain"
"ENSG00000287346","LOC105370689","Ventral forebrain"
"ENSG00000162576","MXRA8","Ventral forebrain"
"ENSG00000100403","ZC3H7B","Ventral forebrain"
"ENSG00000073910","FRY","Ventral forebrain"
"ENSG00000110492","MDK","Ventral forebrain"
"ENSG00000104313","EYA1","Ventral forebrain"
"ENSG00000188505","NCCRP1","Ventral forebrain"
"ENSG00000175215","CTDSP2","Ventral forebrain"
"ENSG00000255145",NA,"Ventral forebrain"
"ENSG00000167157","PRRX2","Ventral forebrain"
"ENSG00000169744","LDB2","Ventral forebrain"
"ENSG00000101695","RNF125","Ventral forebrain"
"ENSG00000189212",NA,"Ventral forebrain"
"ENSG00000139178","C1RL","Ventral forebrain"
"ENSG00000116096","SPR","Ventral forebrain"
"ENSG00000261080",NA,"Ventral forebrain"
"ENSG00000141013","GAS8","Ventral forebrain"
"ENSG00000173517","PEAK1","Ventral forebrain"
"ENSG00000086619","ERO1B","Ventral forebrain"
"ENSG00000135535","CD164","Ventral forebrain"
"ENSG00000269973",NA,"Ventral forebrain"
"ENSG00000138134","STAMBPL1","Ventral forebrain"
"ENSG00000137968","SLC44A5","Ventral forebrain"
"ENSG00000248445","SEMA6A-AS1","Ventral forebrain"
"ENSG00000088836","SLC4A11","Ventral forebrain"
"ENSG00000128394","APOBEC3F","Ventral forebrain"
"ENSG00000091129","NRCAM","Ventral forebrain"
"ENSG00000245694","CRNDE","Ventral forebrain"
"ENSG00000227023","OR51A3P","Ventral forebrain"
"ENSG00000176893","OR51G2","Ventral forebrain"
"ENSG00000167346","MMP26","Ventral forebrain"
"ENSG00000251450","RASGRF2-AS1","Ventral forebrain"
"ENSG00000092445","TYRO3","Ventral forebrain"
"ENSG00000141736","ERBB2","Ventral forebrain"
"ENSG00000165105","RASEF","Ventral forebrain"
"ENSG00000124749","COL21A1","Ventral forebrain"
"ENSG00000243244","STON1","Ventral forebrain"
"ENSG00000112983","BRD8","Ventral forebrain"
"ENSG00000136546","SCN7A","Ventral forebrain"
"ENSG00000198648","STK39","Ventral forebrain"
"ENSG00000135838","NPL","Ventral forebrain"
"ENSG00000261115","TMEM178B","Ventral forebrain"
"ENSG00000126016","AMOT","Ventral forebrain"
"ENSG00000117318","ID3","Ventral forebrain"
"ENSG00000170891","CYTL1","Ventral forebrain"
"ENSG00000160180","TFF3","Ventral forebrain"
"ENSG00000121440","PDZRN3","Ventral forebrain"
"ENSG00000116329","OPRD1","Ventral forebrain"
"ENSG00000047932","GOPC","Ventral forebrain"
"ENSG00000156298","TSPAN7","Ventral forebrain"
"ENSG00000102098","SCML2","Ventral forebrain"
"ENSG00000136327","NKX2-8","Ventral forebrain"
"ENSG00000118965","WDR35","Ventral forebrain"
"ENSG00000257354","MIRLET7IHG","Ventral forebrain"
"ENSG00000198815","FOXJ3","Ventral forebrain"
"ENSG00000136541","ERMN","Ventral forebrain"
"ENSG00000090539","CHRD","Ventral forebrain"
"ENSG00000148841","ITPRIP","Ventral forebrain"
"ENSG00000114315","HES1","Ventral forebrain"
"ENSG00000151746","BICD1","Ventral forebrain"
"ENSG00000188316","ENO4","Ventral forebrain"
"ENSG00000197410","DCHS2","Ventral forebrain"
"ENSG00000187123","LYPD6","Ventral forebrain"
"ENSG00000131044","TTLL9","Ventral forebrain"
"ENSG00000150995","ITPR1","Ventral forebrain"
"ENSG00000142634","EFHD2","Ventral forebrain"
"ENSG00000140511","HAPLN3","Ventral forebrain"
"ENSG00000136068","FLNB","Ventral forebrain"
"ENSG00000167566","NCKAP5L","Ventral forebrain"
"ENSG00000010310","GIPR","Ventral forebrain"
"ENSG00000166573","GALR1","Ventral forebrain"
"ENSG00000162599","NFIA","Ventral forebrain"
"ENSG00000136352","NKX2-1","Ventral forebrain"
"ENSG00000269993",NA,"Ventral forebrain"
"ENSG00000152785","BMP3","Ventral forebrain"
"ENSG00000124813","RUNX2","Ventral forebrain"
"ENSG00000271857",NA,"Ventral forebrain"
"ENSG00000104964","TLE5","Ventral forebrain"
"ENSG00000288048",NA,"Ventral forebrain"
"ENSG00000124766","SOX4","Ventral forebrain"
"ENSG00000077274","CAPN6","Ventral forebrain"
"ENSG00000262655","SPON1","Ventral forebrain"
"ENSG00000065717","TLE2","Ventral forebrain"
"ENSG00000139132","FGD4","Ventral forebrain"
"ENSG00000021300","PLEKHB1","Ventral forebrain"
"ENSG00000204131","NHSL2","Ventral forebrain"
"ENSG00000070193","FGF10","Ventral forebrain"
"ENSG00000125798","FOXA2","Ventral forebrain"
"ENSG00000259974","LINC00261","Ventral forebrain"
"ENSG00000227560","RPS15AP30","Ventral forebrain"
"ENSG00000260807","CEROX1","Ventral forebrain"
"ENSG00000157680","DGKI","Ventral forebrain"
"ENSG00000148737","TCF7L2","Ventral forebrain"
"ENSG00000259439","LINC01833","Ventral forebrain"
"ENSG00000138083","SIX3","Ventral forebrain"
"ENSG00000136603","SKIL","Ventral forebrain"
"ENSG00000185920","PTCH1","Ventral forebrain"
"ENSG00000008226","DLEC1","Ventral forebrain"
"ENSG00000225156",NA,"Ventral forebrain"
"ENSG00000278957",NA,"Ventral forebrain"
"ENSG00000276831",NA,"Ventral forebrain"
"ENSG00000228956",NA,"Ventral forebrain"
"ENSG00000225127","LINC00237","Ventral forebrain"
